PLAN_REF,FGDATE,PROPOSAL,APPDATE,LOCATION,STAGE,DECDATE,REGDATE,APPTYPE,DECISION
3266/11,29-11-2011,To retain last exist,09-09-2011,Unit 11  Sprangers Y,Decision Notices Iss,21-10-2011,09-09-2011,Permission,GRANT PERMISSION
3266/13,NULL,PROTECTED STRUCTURE:,19-09-2013,13  Bachelors Walk,Decision Notices Iss,11-10-2013,19-09-2013,Permission,APPLICATION DECLARED
3528/13,05-06-2014,PROTECTED STRUCTURE:,11-11-2013,13  Bachelors Walk,Decision Notices Iss,17-04-2014,21-03-2014,Permission,GRANT PERMISSION
1639/07,NULL,non-illuminated brus,12-02-2007,Retail Shop no.3   G,Decision Notices Iss,14-03-2007,12-02-2007,Permission,APPLICATION DECLARED
4384/05,18-11-2005,separation of no. 7,19-08-2005,7  Store Street  Dub,Decision Notices Iss,13-10-2005,19-08-2005,Permission,GRANT PERMISSION
3304/18,28-11-2018,Provision of a seven,19-06-2018,No. 30  Moore Street,Decision Notices Iss,24-10-2018,27-09-2018,Permission,GRANT PERMISSION
4248/09,NULL,PROTECTED STRUCTURE-,12-11-2009,Powerscourt Townhous,Decision Notices Iss,15-01-2010,12-11-2009,Permission,REFUSE PERMISSION
2257/19,14-05-2019,Development wil cons,13-02-2019,1  Cecilia Street  D,Decision Notices Iss,09-04-2019,13-02-2019,Permission,GRANT PERMISSION
4941/04,NULL,installation of 1 il,11-10-2004,12  O'Connell Street,Decision Notices Iss,16-11-2004,11-10-2004,Permission,REFUSE PERMISSION
2592/15,02-02-2016,RETENTION & PERMISSI,14-04-2015,13  O'Connell Street,Decision Notices Iss,14-12-2015,01-12-2015,Retention Permission,GRANT PERMISSION AND
2549/14,NULL,RETENTION: Retention,17-04-2014,13  O Connell Street,Decision Notices Iss,11-06-2014,17-04-2014,Retention Permission,REFUSE RETENTION PER
3132/11,08-11-2011,Change of use from s,12-08-2011,3  Earl Street North,Decision Notices Iss,27-09-2011,12-08-2011,Permission,GRANT PERMISSION
3047/11,NULL,Change of use from s,27-07-2011,3  Earl Street North,Decision Notices Iss,08-08-2011,27-07-2011,Permission,APPLICATION DECLARED
3033/13,NULL,RETENTION: For singl,01-08-2013,Site Formerly known,Decision Notices Iss,19-09-2013,01-08-2013,Retention Permission,REFUSE RETENTION PER
2822/13,NULL,RETENTION: Retention,26-06-2013,Site formerly known,Decision Notices Iss,11-07-2013,26-06-2013,Permission,APPLICATION DECLARED
3258/14,NULL,Construct a new reta,18-08-2014,30  Moore Street  Du,Decision Notices Iss,07-10-2014,18-08-2014,Permission,REFUSE PERMISSION
2872/13,NULL,Change of use from r,03-07-2013,Unit 5 95-98  Talbot,Decision Notices Iss,20-08-2013,03-07-2013,Permission,REFUSE PERMISSION
3084/04,NULL,PROTECTED STRUCTURE,31-05-2004,17-18  Nassau Street,Decision Notices Iss,20-07-2004,31-05-2004,Permission,APPLICATION WITHDRAW
3849/17,NULL,Re-painting existing,14-09-2017,Falcon Travel  Unit,Decision Notices Iss,19-09-2017,14-09-2017,Permission,APPLICATION DECLARED
2198/03,23-02-2004,Mixed development in,16-05-2003,30  Moore Street  Du,Decision Notices Iss,09-01-2004,16-12-2003,Permission,GRANT PERMISSION
3046/15,21-09-2015,PROTECTED STRUCTURE:,22-06-2015,4  Westmoreland Stre,Decision Notices Iss,10-08-2015,22-06-2015,Permission,GRANT PERMISSION
2235/09,01-09-2009,248sqm development i,05-02-2009,30  Moore Street  Du,Decision Notices Iss,17-07-2009,26-06-2009,Permission,GRANT PERMISSION
2164/16,27-06-2016,PROTECTED STRUCTURE:,03-02-2016,Tourist Office  12-1,Decision Notices Iss,18-05-2016,27-04-2016,Permission,GRANT PERMISSION
3615/05,NULL,PROTECTED STRUCTnew,01-07-2005,12  College Green  D,Decision Notices Iss,14-07-2005,01-07-2005,Permission,APPLICATION DECLARED
3397/18,28-09-2018,Permission to instal,29-06-2018,Pedestrian walkway a,Decision Notices Iss,23-08-2018,29-06-2018,Permission,GRANT PERMISSION
4536/05,NULL,PROTECTED:shop front,29-08-2005,12-14  College Green,Appeal Decided,18-10-2005,29-08-2005,Permission,REFUSE PERMISSION
4012/05,NULL,PROTECTED: new shop,27-07-2005,12  College Green  D,Decision Notices Iss,09-08-2005,27-07-2005,Permission,APPLICATION DECLARED
5759/05,24-07-2006,Change of use from R,22-11-2005,Ground Floor  24 Lif,Decision Appealed,19-06-2006,26-05-2006,Permission,GRANT PERMISSION
4855/05,NULL,change of use from r,20-09-2005,24  Liffey Street Lo,Decision Notices Iss,04-10-2005,20-09-2005,Permission,APPLICATION DECLARED
4331/16,NULL,PROTECTED STRUCTURE:,14-12-2016,Units 1  19D  24 and,Decision Notices Iss,16-02-2017,14-12-2016,Retention Permission,REFUSE RETENTION PER
3941/03,NULL,change of use of par,18-08-2003,(part of) 49  Fleet,Decision Notices Iss,08-10-2003,18-08-2003,Permission,ADDITIONAL INFORMATI
6535/07,13-03-2008,PROTECTED STRUCTURE,13-12-2007,Gerards Deli & Sandw,Decision Notices Iss,01-02-2008,13-12-2007,Permission,GRANT PERMISSION
1580/06,NULL,Retention of 2 no. e,15-02-2006,Size?  26  Wicklow S,Decision Notices Iss,03-03-2006,15-02-2006,Permission,APPLICATION DECLARED
2206/17,18-05-2017,Minor alterations to,08-02-2017,16  Magennis Square,Decision Notices Iss,04-04-2017,08-02-2017,Permission,GRANT PERMISSION
3788/07,NULL,Provision of new sho,21-06-2007,41  Drury Street  Du,Decision Notices Iss,28-06-2007,21-06-2007,Permission,APPLICATION DECLARED
4061/07,27-09-2007,Change of use of gro,03-07-2007,41  Drury Street  Du,Decision Notices Iss,17-08-2007,03-07-2007,Permission,GRANT PERMISSION
2316/05,NULL,PROTECTED STRUCTUREc,11-04-2005,No. 1 The Granary  2,Decision Notices Iss,17-05-2005,11-04-2005,Permission,APPLICATION DECLARED
3009/05,21-09-2005,PROTECTED STRUCTUREc,24-05-2005,No. 1 The Granary  2,Decision Appealed,16-08-2005,29-07-2005,Permission,GRANT PERMISSION
6289/07,13-03-2008,new signage mounted,27-11-2007,41  Drury Street  Du,Decision Notices Iss,30-01-2008,27-11-2007,Permission,GRANT PERMISSION
2305/05,24-01-2006,Retention of demolit,11-04-2005,12  Erne Terrace Rea,Appeal Decided,17-08-2005,22-07-2005,Permission,GRANT PERMISSION
3856/14,23-03-2015,RETENTION: Change of,12-12-2014,31a  Liffey Street U,Decision Notices Iss,05-02-2015,12-12-2014,Retention Permission,GRANT RETENTION PERM
4167/10,04-04-2011,Change of use from v,17-12-2010,Unit 9  Bachelors Wa,Decision Notices Iss,16-02-2011,17-12-2010,Permission,GRANT PERMISSION
2985/11,18-10-2011,Demolition of existi,15-07-2011,10  Magennis Square,Decision Notices Iss,06-09-2011,15-07-2011,Permission,GRANT PERMISSION
3083/04,25-08-2004,increase in height o,31-05-2004,1A  Temple Lane Sout,Decision Appealed,19-07-2004,31-05-2004,Permission,GRANT PERMISSION
5870/04,NULL,Permission is sought,16-12-2004,31a  Henry Street  D,Decision Appealed,18-02-2005,16-12-2004,Permission,SPLIT DECISION(PERMI
4122/04,03-11-2004,Retention of new sho,12-08-2004,31A  Henry Street  D,Decision Appealed,27-09-2004,12-08-2004,Permission,GRANT PERMISSION
1871/05,NULL,Change of use from e,10-03-2005,No 1 The Granary  20,Decision Notices Iss,05-04-2005,10-03-2005,Permission,APPLICATION DECLARED
3128/16,14-09-2016,Installation of an A,16-06-2016,'Candy Lab' Unit 13,Decision Notices Iss,05-08-2016,16-06-2016,Permission,GRANT PERMISSION
2154/04,NULL,Increase the height,30-03-2004,1A  Temple Lane Sout,Decision Notices Iss,26-04-2004,30-03-2004,Permission,APPLICATION DECLARED
4640/17,NULL,Replacement of an ex,22-12-2017,Railway Bridge over,Decision Notices Iss,06-02-2018,22-12-2017,Permission,APPLICATION DECLARED
2512/18,18-06-2018,Replacement of an ex,15-03-2018,The Railway Bridge o,Decision Notices Iss,09-05-2018,15-03-2018,Permission,GRANT PERMISSION
3716/16,16-12-2016,PROTECTED STRUCTURE:,15-09-2016,5  Bedford Row  Dubl,Decision Notices Iss,02-11-2016,15-09-2016,Permission,GRANT PERMISSION
3318/07,NULL,PROTECTED STRUCTURE,24-05-2007,23  Temple Bar  Temp,Decision Notices Iss,21-06-2007,24-05-2007,Permission,APPLICATION DECLARED
3961/07,NULL,PROTECTED STRUCTURE,29-06-2007,23  Temple Bar  Temp,Appeal Decided,23-08-2007,29-06-2007,Permission,REFUSE PERMISSION
3460/17,23-10-2017,Alterations and exte,20-07-2017,4  Glendenning Lane,Decision Notices Iss,12-09-2017,20-07-2017,Permission,GRANT PERMISSION
3690/07,NULL,Clear glazing & glaz,14-06-2007,Kiosk 2  Moore Stree,Decision Notices Iss,22-06-2007,14-06-2007,Permission,APPLICATION DECLARED
4289/07,16-10-2007,Clear glazing and gl,16-07-2007,Kiosk 2  Moore Stree,Decision Notices Iss,03-09-2007,16-07-2007,Permission,GRANT PERMISSION
3153/13,31-03-2014,PROTECTED STRUCTURE:,26-08-2013,44  45  46  Nassau S,Appeal Decided,14-10-2013,26-08-2013,Permission,REFUSE PERMISSION
3194/16,NULL,PROTECTED STRUCTURE:,24-06-2016,16  O'Connell Street,Decision Notices Iss,15-08-2016,24-06-2016,Permission,REFUSE PERMISSION
2019/13,10-04-2013,Installation of new,04-01-2013,2  Grafton Street  D,Decision Notices Iss,21-02-2013,04-01-2013,Permission,GRANT PERMISSION
1752/03,19-08-2003,Change of shopfront,17-04-2003,2  Grafton Street  D,Decision Appealed,11-07-2003,26-06-2003,Permission,GRANT PERMISSION
3271/17,NULL,PROTECTED STRUCTURE:,29-06-2017,2  Grafton Street  D,Decision Notices Iss,11-07-2017,29-06-2017,Permission,APPLICATION DECLARED
3135/18,21-03-2019,PROTECTED STRUCTURE:,30-05-2018,2  Grafton Street  D,Decision Notices Iss,13-02-2019,21-01-2019,Retention Permission,GRANT RETENTION PERM
3422/17,NULL,PROTECTED STRUCTURE:,14-07-2017,2  Grafton Street  D,Decision Notices Iss,17-08-2017,14-07-2017,Permission,APPLICATION DECLARED
3827/18,28-11-2018,PROTECTED STRUCTURE:,30-08-2018,Third Floor  2 Graft,Decision Notices Iss,24-10-2018,30-08-2018,Permission,GRANT PERMISSION
2829/18,25-07-2018,PROTECTED STRUCTURE:,24-04-2018,First Floor  2  Graf,Decision Notices Iss,18-06-2018,24-04-2018,Permission,GRANT PERMISSION
3806/17,NULL,RETENTION:PROTECTED,07-09-2017,2  Grafton Street  D,Decision Notices Iss,03-01-2019,07-09-2017,Retention Permission,WITHDRAWN ARTICLE 33
2626/04,03-08-2004,change of use of par,30-04-2004,Ilac Centre  Henry S,Decision Appealed,24-06-2004,30-04-2004,Permission,GRANT PERMISSION
2957/19,NULL,PROTECTED STRUCTURE:,10-05-2019,Unit 6  Connolly Sta,Registered applicati,NULL,10-05-2019,Permission,NULL
2597/18,18-12-2018,Planning Permission,27-03-2018,19  Abbey Street Upp,Decision Notices Iss,12-11-2018,16-10-2018,Permission,GRANT PERMISSION
2816/13,NULL,Change of use of exi,25-06-2013,3A  Talbot Street  D,Decision Notices Iss,01-08-2013,25-06-2013,Permission,REFUSE PERMISSION
1422/05,NULL,change of use from f,07-02-2005,3a  Lombard Street E,Decision Notices Iss,22-02-2005,07-02-2005,Permission,APPLICATION DECLARED
4931/04,18-01-2005,Permission to change,11-10-2004,Unit 5 The cobbles,Decision Appealed,03-12-2004,11-10-2004,Permission,GRANT PERMISSION
2259/14,28-05-2014,Change of use of exi,21-02-2014,45  Temple Bar  Dubl,Decision Notices Iss,15-04-2014,21-02-2014,Permission,GRANT PERMISSION
2301/17,11-09-2017,PERMISSION & RETENTI,22-02-2017,76  Dame Street  Dub,Decision Notices Iss,31-07-2017,04-07-2017,Retention Permission,GRANT PERMISSION AND
1801/05,01-06-2005,change of use from f,07-03-2005,3A  Lombard Street,Decision Notices Iss,26-04-2005,07-03-2005,Permission,GRANT PERMISSION
1343/08,29-04-2008,PRO STRUCT: Change o,04-02-2008,Unit 10  GPO Arcade,Decision Notices Iss,18-03-2008,04-02-2008,Permission,GRANT PERMISSION
6642/07,NULL,PROTECTED STRUCTURE,19-12-2007,Unit 10 GPO Arcade,Decision Notices Iss,24-01-2008,19-12-2007,Permission,APPLICATION DECLARED
3452/09,NULL,PROTECTED STRUCTURE,10-07-2009,88  Marlborough Stre,Decision Notices Iss,03-09-2009,10-07-2009,Retention Permission,REFUSE RETENTION PER
3376/16,19-10-2016,PROTECTED STRUCTURE:,21-07-2016,St. Teresa's Church,Decision Notices Iss,08-09-2016,21-07-2016,Permission,GRANT PERMISSION
4530/09,12-04-2010,PROTECTED STRUCTURE-,22-12-2009,88  Marlborough Stre,Decision Notices Iss,24-02-2010,22-12-2009,Permission,GRANT PERMISSION AND
3080/19,NULL,Planning permission,23-05-2019,Corner of Sandwith S,Registered applicati,NULL,23-05-2019,Permission,NULL
2814/19,NULL,Planning permission,18-04-2019,Corner of Sandwith S,Decision Notices Iss,21-05-2019,18-04-2019,Permission,APPLICATION DECLARED
4359/18,15-02-2019,Permission for Medic,09-11-2018,First Floor  31-32,Decision Notices Iss,11-01-2019,09-11-2018,Permission,GRANT PERMISSION
3940/18,NULL,Permission for medic,13-09-2018,First Floor  31-32,Decision Notices Iss,26-09-2018,13-09-2018,Permission,APPLICATION DECLARED
2751/17,NULL,PROTECTED STRUCTURE,21-04-2017,117  Grafton Street,Decision Notices Iss,03-05-2017,21-04-2017,Permission,APPLICATION DECLARED
3041/17,23-08-2017,PROTECTED STRUCTURE:,31-05-2017,117  Grafton Street,Decision Notices Iss,24-07-2017,31-05-2017,Permission,GRANT PERMISSION
6279/05,NULL,modifications to pre,21-12-2005,3  Hanover Street Ea,Decision Notices Iss,01-02-2006,21-12-2005,Permission,APPLICATION DECLARED
1464/06,08-05-2006,Modifications to pre,07-02-2006,3 Hanover Street Eas,Decision Appealed,28-03-2006,07-02-2006,Permission,GRANT PERMISSION
1463/06,08-05-2006,Permission sought fo,07-02-2006,3 Hanover Street Eas,Decision Appealed,28-03-2006,07-02-2006,Permission,GRANT PERMISSION
5579/05,20-02-2006,a) change of use of,10-11-2005,3  Hanover Street Ea,Decision Notices Iss,13-01-2006,10-11-2005,Permission,SPLIT DECISION(PERMI
2987/05,22-08-2005,Construction of 5 st,23-05-2005,Site at 3  Hanover S,Decision Appealed,15-07-2005,23-05-2005,Permission,GRANT PERMISSION
4023/15,10-02-2016,Permission is sought,13-11-2015,The Hanover Building,Decision Notices Iss,04-01-2016,13-11-2015,Permission,GRANT PERMISSION
6303/05,NULL,modifications to pre,21-12-2005,Site at  3  Hanover,Decision Notices Iss,01-02-2006,21-12-2005,Permission,APPLICATION DECLARED
5339/05,26-01-2006,a) relocation of rea,25-10-2005,3  Hanover Street Ea,Decision Notices Iss,14-12-2005,25-10-2005,Permission,GRANT PERMISSION
2537/05,NULL,5 storey over baseme,22-04-2005,Site at 3  Hanover S,Decision Notices Iss,16-05-2005,22-04-2005,Permission,APPLICATION DECLARED
5222/04,NULL,external retractable,01-11-2004,Westmoreland Pub  27,Decision Notices Iss,29-11-2004,01-11-2004,Permission,APPLICATION DECLARED
3943/18,17-12-2018,RETENTION: Change of,14-09-2018,105  Talbot St.  Dub,Decision Notices Iss,08-11-2018,14-09-2018,Retention Permission,SPLIT DECISION(PERMI
3560/16,18-11-2016,Installation of a AT,18-08-2016,105  Talbot Street,Decision Notices Iss,05-10-2016,18-08-2016,Permission,GRANT PERMISSION
3224/16,NULL,Installation of an A,29-06-2016,105  Talbot Street,Decision Notices Iss,05-07-2016,29-06-2016,Permission,APPLICATION DECLARED
2587/13,NULL,Proposed change of u,08-05-2013,105  Talbot Street,Decision Notices Iss,02-07-2013,08-05-2013,Permission,REFUSE PERMISSION
6751/07,28-03-2008,Retention of change,21-12-2007,3  Talbot Street  Du,Decision Notices Iss,15-02-2008,21-12-2007,Permission,GRANT PERMISSION
1571/05,12-07-2005,detailed design of r,17-02-2005,169  169a  170-175,Decision Notices Iss,03-06-2005,12-05-2005,Permission,GRANT PERMISSION
2655/19,NULL,PROTECTED STRUCTURE:,29-03-2019,Londis Retail Unit,Decision Notices Iss,23-05-2019,29-03-2019,Permission,GRANT PERMISSION
4289/03,NULL,projecting sign  etc,03-09-2003,2  Church Lane  Dubl,Appeal Decided,23-10-2003,03-09-2003,Permission,REFUSE PERMISSION
3303/13,NULL,PROTECTED STRUCTURE:,27-09-2013,17  Nassau Street  D,Decision Notices Iss,13-11-2013,27-09-2013,Permission,REFUSE PERMISSION
4325/16,22-03-2017,The development cons,13-12-2016,The Observatory  22,Decision Notices Iss,09-02-2017,13-12-2016,Permission,GRANT PERMISSION
4751/08,18-03-2009,change of use from r,15-10-2008,3  North Earl Street,Decision Notices Iss,03-02-2009,22-01-2009,Permission,GRANT PERMISSION
1012/05,19-08-2005,conservation and reh,04-01-2005,43  Essex Street Eas,Decision Appealed,13-07-2005,16-06-2005,Permission,GRANT PERMISSION
1773/04,18-06-2004,Alterations to previ,03-03-2004,14  Ormond Quay  Dub,Decision Appealed,05-05-2004,03-03-2004,Permission,GRANT PERMISSION
3941/06,10-10-2006,PROTECTED STRUCTURE,11-07-2006,54  Parnell Square,Decision Notices Iss,04-09-2006,11-07-2006,Permission,GRANT PERMISSION
3405/15,28-04-2016,PROTECTED STRUCTURE:,12-08-2015,50  Nassau Street  D,Decision Notices Iss,16-03-2016,29-02-2016,Permission,GRANT PERMISSION
2153/17,05-05-2017,adjusting existing e,31-01-2017,Moore Street Mall  P,Decision Notices Iss,27-03-2017,31-01-2017,Permission,GRANT PERMISSION
3892/07,01-10-2007,Demolition of single,27-06-2007,19  Erne Terrace Fro,Decision Notices Iss,21-08-2007,27-06-2007,Permission,GRANT PERMISSION
6870/06,NULL,new bedroom at first,22-12-2006,19  Erne Terrace Fro,Decision Notices Iss,22-02-2007,22-12-2006,Permission,REFUSE PERMISSION
6206/06,NULL,new bedroom at first,23-11-2006,19  Erne Terrace Fro,Decision Notices Iss,05-12-2006,23-11-2006,Permission,APPLICATION DECLARED
4217/16,06-10-2017,RETENTION :PROTECTED,28-11-2016,34  Bachelors Walk,Decision Notices Iss,24-08-2017,28-07-2017,Retention Permission,GRANT RETENTION PERM
4348/08,03-12-2008,PROTECTED STRUCTURE,08-09-2008,34  Bachelors Walk,Decision Notices Iss,24-10-2008,08-09-2008,Retention Permission,GRANT RETENTION PERM
3000/08,NULL,Change of use from s,29-05-2008,34  Bachelors Walk,Decision Notices Iss,06-06-2008,29-05-2008,Permission,APPLICATION DECLARED
1340/03,26-06-2003,PROTECTED STRUCTURE,28-03-2003,34  Bachelors Walk,Decision Appealed,21-05-2003,28-03-2003,Permission,GRANT PERMISSION
3483/08,NULL,PROTECTED STRUCTURE-,03-07-2008,34  Bachelors Walk,Decision Notices Iss,15-07-2008,03-07-2008,Permission,APPLICATION DECLARED
1409/08,06-05-2008,clear glazing & glaz,08-02-2008,Kiosk Unit 1  Parnel,Decision Notices Iss,27-03-2008,08-02-2008,Permission,GRANT PERMISSION
4525/06,10-11-2006,Retention of change,14-08-2006,151  Pearse Street (,Decision Notices Iss,05-10-2006,14-08-2006,Permission,GRANT PERMISSION
3251/09,NULL,RETENTION - Existing,17-06-2009,76  Dame Street  Dub,Decision Notices Iss,04-08-2009,17-06-2009,Retention Permission,REFUSE RETENTION PER
1368/08,NULL,New front signage to,06-02-2008,12  O'Connell Street,Decision Notices Iss,12-02-2008,06-02-2008,Permission,APPLICATION DECLARED
1671/08,03-12-2008,New front shop signa,28-02-2008,12  O'connell Street,Decision Notices Iss,24-10-2008,29-09-2008,Permission,GRANT PERMISSION
2495/10,NULL,RETENTION - Change o,25-03-2010,76  Dame Street  Dub,Decision Notices Iss,21-06-2010,28-05-2010,Retention Permission,REFUSE RETENTION PER
3500/11,17-02-2012,Change of use of 1st,28-10-2011,76  Dame Street  Dub,Decision Notices Iss,16-12-2011,28-10-2011,Permission,GRANT PERMISSION
2189/11,20-05-2011,RETENTION - Change o,11-02-2011,76  Dame Street  Dub,Decision Notices Iss,07-04-2011,11-02-2011,Retention Permission,GRANT RETENTION PERM
WEB1187/09,NULL,Erection of a banner,14-10-2009,76  Dame Street  Dub,Decision Notices Iss,03-12-2009,14-10-2009,Permission,REFUSE PERMISSION
6218/06,NULL,PROTECTED STRUCTURE-,23-11-2006,McDonalds Restaurant,Decision Notices Iss,19-12-2006,23-11-2006,Permission,APPLICATION DECLARED
4524/18,NULL,The development will,03-12-2018,McDonald's Restauran,Decision Notices Iss,05-02-2019,03-12-2018,Permission,ADDITIONAL INFORMATI
2555/12,16-08-2012,PROTECTED STRUCTURE:,09-05-2012,14-16  Mary Street (,Appeal Decided,02-07-2012,09-05-2012,Permission,GRANT PERMISSION
3132/13,19-11-2013,PROTECTED STRUCTURE:,21-08-2013,14-16  Mary Street (,Decision Notices Iss,07-10-2013,21-08-2013,Permission,GRANT PERMISSION
2503/10,24-06-2010,Change of use from r,26-03-2010,Unit K28  ILAC Centr,Decision Notices Iss,12-05-2010,26-03-2010,Permission,GRANT PERMISSION
4980/06,NULL,demolition of the ex,07-09-2006,70-72  Pearse Street,Appeal Decided,13-02-2007,18-01-2007,Permission,GRANT PERMISSION
4894/08,03-07-2009,construction of 1 no,30-10-2008,70  Pearse Street  D,Appeal Decided,19-12-2008,30-10-2008,Permission,GRANT PERMISSION
3810/08,NULL,Demolish extension &,24-07-2008,70  Pearse Street  D,Decision Notices Iss,16-09-2008,24-07-2008,Permission,REFUSE PERMISSION
